#R_star,R_star_lerr,R_star_uerr,M_star,M_star_lerr,M_star_uerr,Teff_star,Teff_star_lerr,Teff_star_uerr
#R_sun,R_sun,R_sun,M_sun,M_sun,M_sun,K,K,K
1.06,0.06,0.07,0.96,0.04,0.06,5694,76,83
