2460666.67928948,1.00436537,0.00397549,120.00000000
2460666.68067835,1.00149511,0.00397634,120.00000000
2460666.68206722,0.99401514,0.00396645,120.00000000
2460666.68345608,1.00201124,0.00396834,120.00000000
2460666.68484495,1.00553489,0.00396905,120.00000000
2460666.68623382,1.00961815,0.00396549,120.00000000
2460666.68762269,0.99783213,0.00395555,120.00000000
2460666.68901155,1.00280866,0.00395442,120.00000000
2460666.69040042,0.99360154,0.00394542,120.00000000
2460666.69178929,0.99420453,0.00394582,120.00000000
2460666.69317816,1.00378265,0.00394893,120.00000000
2460666.69456702,1.00041344,0.00393984,120.00000000
2460666.69595589,0.99396563,0.00393302,120.00000000
2460666.69734476,1.00486124,0.00393704,120.00000000
2460666.69873363,0.99469295,0.00392674,120.00000000
2460666.70012249,0.99857839,0.00392781,120.00000000
2460666.70151136,0.99402204,0.00392195,120.00000000
2460666.70290023,1.00534550,0.00392478,120.00000000
2460666.70428910,0.99821046,0.00391720,120.00000000
2460666.70567796,0.99531938,0.00390785,120.00000000
2460666.70706683,1.00115084,0.00390914,120.00000000
2460666.70845570,0.99351369,0.00390208,120.00000000
2460666.70984456,0.99878739,0.00390330,120.00000000
2460666.71123343,0.99509166,0.00389395,120.00000000
2460666.71262230,0.99362147,0.00388877,120.00000000
2460666.71401117,1.00561178,0.00389482,120.00000000
2460666.71540003,1.00183456,0.00388900,120.00000000
2460666.71678890,0.99871794,0.00388359,120.00000000
2460666.71817777,1.00022296,0.00387920,120.00000000
2460666.71956664,1.00719479,0.00388541,120.00000000
2460666.72095550,1.00106485,0.00387670,120.00000000
2460666.72234437,1.00105335,0.00386922,120.00000000
2460666.72373324,1.00625311,0.00387348,120.00000000
2460666.72512211,1.00440996,0.00386279,120.00000000
2460666.72651097,1.00032154,0.00386223,120.00000000
2460666.72789984,1.00471972,0.00385511,120.00000000
2460666.72928871,1.00369962,0.00384793,120.00000000
2460666.73067758,0.99475166,0.00384055,120.00000000
2460666.73206644,1.00688130,0.00384894,120.00000000
2460666.73345531,0.99676832,0.00383392,120.00000000
2460666.73484418,0.99956246,0.00383350,120.00000000
2460666.73623305,0.99860830,0.00382839,120.00000000
2460666.73762191,0.99773157,0.00382456,120.00000000
2460666.73901078,0.99964724,0.00381935,120.00000000
2460666.74039965,0.99894676,0.00381587,120.00000000
2460666.74178851,1.00065059,0.00381312,120.00000000
2460666.74317738,0.99812754,0.00380861,120.00000000
2460666.74456625,0.99871312,0.00380404,120.00000000
2460666.74595512,0.99297171,0.00380146,120.00000000
2460666.74734398,1.00354714,0.00380134,120.00000000
2460666.74873285,0.99823500,0.00379498,120.00000000
2460666.75012172,0.99904315,0.00378804,120.00000000
2460666.75151059,0.99960408,0.00378906,120.00000000
2460666.75289945,0.99928084,0.00378732,120.00000000
2460666.75428832,1.00420885,0.00378735,120.00000000
2460666.75567719,1.00203676,0.00378022,120.00000000
2460666.75706606,0.99884051,0.00377788,120.00000000
2460666.75845492,0.99833183,0.00377167,120.00000000
2460666.75984379,0.99975382,0.00376955,120.00000000
2460666.76123266,1.00074599,0.00376589,120.00000000
2460666.76262153,1.00195318,0.00376334,120.00000000
2460666.76401039,1.00006632,0.00376074,120.00000000
2460666.76539926,1.00117811,0.00375513,120.00000000
2460666.76678813,0.99486328,0.00375268,120.00000000
2460666.76817700,1.00033480,0.00375465,120.00000000
2460666.76956586,1.00513694,0.00375324,120.00000000
2460666.77095473,1.00483923,0.00374841,120.00000000
2460666.77234360,1.00219011,0.00374368,120.00000000
2460666.77373246,0.99401120,0.00373467,120.00000000
2460666.77512133,1.00582526,0.00374257,120.00000000
2460666.77651020,1.00055113,0.00373603,120.00000000
2460666.77789907,0.99904819,0.00372923,120.00000000
2460666.77928793,0.99544600,0.00372330,120.00000000
2460666.78067680,0.99566080,0.00372435,120.00000000
2460666.78206567,0.99108901,0.00371745,120.00000000
2460666.78345454,0.99928665,0.00372264,120.00000000
2460666.78484340,0.99748501,0.00371767,120.00000000
2460666.78623227,0.99756311,0.00371737,120.00000000
2460666.78762114,1.00102399,0.00371800,120.00000000
2460666.78901001,0.99230540,0.00370822,120.00000000
2460666.79039887,0.99642284,0.00371120,120.00000000
2460666.79178774,0.99350197,0.00370652,120.00000000
2460666.79317661,1.00082409,0.00371345,120.00000000
2460666.79456547,0.99846831,0.00370659,120.00000000
2460666.79595434,0.99355356,0.00369887,120.00000000
2460666.79734321,0.99799424,0.00370473,120.00000000
2460666.79873208,1.00215528,0.00370650,120.00000000
2460666.80012094,1.00152895,0.00369852,120.00000000
2460666.80150981,0.99744777,0.00370102,120.00000000
2460666.80289868,0.99616927,0.00369325,120.00000000
2460666.80428755,1.00478928,0.00370027,120.00000000
2460666.80567641,0.99715607,0.00369099,120.00000000
2460666.80706528,0.99031865,0.00368866,120.00000000
2460666.80845415,0.99908916,0.00368993,120.00000000
2460666.80984302,0.99929289,0.00369909,120.00000000
2460666.81123188,1.00015998,0.00368770,120.00000000
2460666.81262075,0.99979106,0.00368821,120.00000000
2460666.81400962,1.00020927,0.00368913,120.00000000
2460666.81539848,1.00034914,0.00369056,120.00000000
2460666.81678735,0.99289602,0.00368122,120.00000000
2460666.81817622,0.99935544,0.00368398,120.00000000
2460666.81956509,0.99471091,0.00368132,120.00000000
2460666.82095395,0.99652175,0.00368224,120.00000000
2460666.82234282,0.99903932,0.00368125,120.00000000
2460666.82373169,1.00125227,0.00368759,120.00000000
2460666.82512056,1.00710869,0.00368603,120.00000000
2460666.82650942,1.00311809,0.00368169,120.00000000
2460666.82789829,0.99768447,0.00367855,120.00000000
2460666.82928716,0.99857741,0.00367836,120.00000000
2460666.83067603,0.99382313,0.00367347,120.00000000
2460666.83206489,0.99477882,0.00367454,120.00000000
2460666.83345376,1.00004584,0.00367884,120.00000000
2460666.83484263,1.00231071,0.00367961,120.00000000
2460666.83623149,1.00010860,0.00367336,120.00000000
2460666.83762036,1.00351549,0.00367708,120.00000000
2460666.83900923,0.99468780,0.00367110,120.00000000
2460666.84039810,1.00047588,0.00367481,120.00000000
2460666.84178696,0.99954954,0.00367579,120.00000000
2460666.84317583,1.00272420,0.00367576,120.00000000
2460666.84456470,1.00046438,0.00367318,120.00000000
2460666.84595357,1.00196403,0.00367771,120.00000000
